dataset,modelo,tipo_feature,config,mae,mape,mse,rmse
us_births_dataset,random_forest,intervalo,w=14,1249.1070000000002,12.608630151044528,2014893.283403333,1419.4693668421778
us_births_dataset,linear_regression,intervalo,w=30,1242.5369860049534,12.69187420630569,1884604.172666761,1372.8088623937278
us_births_dataset,knn,intervalo,w=30,1271.013333333333,12.800505033005388,2073907.4400000002,1440.1067460435008
us_births_dataset,xgboost,intervalo,w=30,1262.6961263020833,12.725419844006788,2039224.522001171,1428.0141883052743
us_births_dataset,random_forest,intervalo,w=30,1359.2913333333333,13.480228860233018,2202023.3540333332,1483.9216131700937
australian_electricity_demand_dataset,linear_regression,percentile,w=7,558.3565223890386,9.295235036866154,365906.79179947556,604.9022993835249
australian_electricity_demand_dataset,knn,percentile,w=7,199.01214893740948,3.132424745447181,100300.65586019773,316.70278789457745
australian_electricity_demand_dataset,xgboost,percentile,w=7,290.55703511486234,4.648066467704485,152937.8165242597,391.07264865272754
australian_electricity_demand_dataset,random_forest,percentile,w=7,196.24586125852485,3.067929542740338,94506.58840202169,307.41923882870714
australian_electricity_demand_dataset,linear_regression,percentile,w=14,843.241608592963,14.294836969736982,902153.520671535,949.8176249530933
australian_electricity_demand_dataset,knn,percentile,w=14,239.73157231438935,3.753521114391319,150913.68368793913,388.4761043976053
australian_electricity_demand_dataset,xgboost,percentile,w=14,415.00111355347843,6.940315161672853,274883.1863993442,524.2930348567909
australian_electricity_demand_dataset,random_forest,percentile,w=14,245.99056313915415,3.8452376377891304,143243.2158298396,378.4748549505497
australian_electricity_demand_dataset,linear_regression,percentile,w=30,908.7956460088842,16.151953475406156,1217835.8089675247,1103.5559836127593
australian_electricity_demand_dataset,knn,percentile,w=30,399.1043760570304,6.5746751655193085,441557.1482762044,664.4976661179514
australian_electricity_demand_dataset,xgboost,percentile,w=30,566.2301486721541,9.769623293166378,544559.1227706373,737.9424928614948
australian_electricity_demand_dataset,random_forest,percentile,w=30,405.4249043606304,6.636433162577106,390247.40417036915,624.6978503007427
bitcoin_dataset_without_missing_values,linear_regression,percentile,w=7,1435.2398505311285,4.345024472967664,3237275.865414241,1799.24313682566
bitcoin_dataset_without_missing_values,knn,percentile,w=7,1839.379999999999,5.578751294528296,5554427.619999996,2356.7833205451866
bitcoin_dataset_without_missing_values,xgboost,percentile,w=7,1487.7240234375,4.47714281263832,4864085.05365003,2205.4670828761036
bitcoin_dataset_without_missing_values,random_forest,percentile,w=7,1884.175666666667,5.688199612743873,5467958.701003338,2338.366673771104
